"LearnAimRef","EffectiveFrom","EffectiveTo","Section96ApprovalStatus","Section96ApprovalStartDate","Section96ReviewDate","Section96ValidPre16","Section96Valid16to18","Section96Valid18plus","Created_On","Created_By","Modified_On","Modified_By"
"10010300","01 Aug 2014","","1","01 Aug 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10010312","01 Aug 2014","","1","01 Aug 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10010324","01 Aug 2014","","1","08 Jan 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10010336","01 Aug 2014","","1","01 Aug 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10010348","01 Aug 2014","","1","01 Aug 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"1001035X","01 Aug 2014","","1","01 Aug 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10010361","01 Aug 2014","","1","01 Aug 2002","30 Sep 2014","0","0","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10010385","01 Aug 2013","","1","01 Aug 2002","30 Nov 2017","1","1","0","03 Feb 2014","suttonf","10 Nov 2016","bywatera"
"10010397","01 Aug 2014","","1","01 Aug 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10010403","01 Aug 2014","","1","01 Aug 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10010415","01 Aug 2014","","1","01 Aug 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10010427","01 Aug 2014","","1","01 Aug 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10010439","01 Aug 2014","","1","01 Aug 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10010440","01 Aug 2013","","1","01 Aug 2002","30 Nov 2017","1","1","0","03 Feb 2014","suttonf","10 Nov 2016","bywatera"
"10010452","01 Aug 2014","","1","01 Aug 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10010464","01 Aug 2013","","1","01 Aug 2002","30 Nov 2017","1","1","0","03 Feb 2014","suttonf","10 Nov 2016","bywatera"
"10010476","01 Aug 2014","","1","01 Aug 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"1001049X","01 Aug 2014","","1","01 Aug 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10010506","01 Aug 2014","","1","01 Aug 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10010518","01 Aug 2013","","11","01 Aug 2002","31 Jul 2012","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10010610","01 Aug 2013","","1","01 Aug 2002","31 Aug 2017","1","1","0","03 Feb 2014","suttonf","14 Jul 2016","bywatera"
"10010622","01 Aug 2014","","1","01 Aug 2002","31 Aug 2017","1","1","0","13 Nov 2014","bywatera","14 Jul 2016","bywatera"
"10010634","01 Aug 2013","","1","01 Aug 2002","30 Jun 2016","1","1","0","03 Feb 2014","suttonf","14 Jul 2016","bywatera"
"10010646","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10010658","01 Aug 2013","","1","01 Aug 2002","31 Aug 2017","1","1","0","03 Feb 2014","suttonf","14 Jul 2016","bywatera"
"10010671","01 Aug 2013","","11","01 Aug 2002","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10011146","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10011158","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"1001116X","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10011171","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10011304","01 Aug 2013","","11","04 Sep 2003","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10011870","01 Aug 2013","","11","01 Aug 2002","02 Nov 2011","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10011948","01 Aug 2013","","11","08 Jan 2002","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"1001195X","01 Aug 2013","","11","01 Aug 2002","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10012011","01 Aug 2013","","11","04 Sep 2003","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10012023","01 Aug 2013","","11","04 Sep 2003","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10012035","01 Aug 2013","","11","04 Sep 2003","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10012370","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10012382","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10012394","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10012400","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10012424","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"1001245X","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10012497","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10012503","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10012564","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10012576","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10013039","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10013143","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10013155","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10013167","01 Aug 2013","","11","01 Aug 2002","31 Jul 2013","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10013179","01 Aug 2013","","11","01 Aug 2002","31 Jul 2013","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10013180","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10013210","01 Aug 2013","","11","01 Aug 2002","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10013222","01 Aug 2013","","11","01 Aug 2002","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10013234","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10013246","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10013258","01 Aug 2014","","1","01 Aug 2002","31 Aug 2015","0","1","0","24 Jun 2014","robinsonsar","15 Apr 2015","bywatera"
"10013301","01 Aug 2013","","1","01 Aug 2002","31 Aug 2016","1","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"1001357X","01 Aug 2013","","11","01 Aug 2002","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10013581","01 Aug 2013","","11","01 Aug 2002","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10013611","01 Aug 2013","","11","01 Aug 2002","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10013623","01 Aug 2013","","11","01 Aug 2002","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10013635","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10013647","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10013787","01 Aug 2013","","11","01 Aug 2002","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10013799","01 Aug 2013","","11","01 Aug 2002","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10013842","01 Aug 2013","","11","12 Feb 2003","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10013854","01 Aug 2013","","11","12 Feb 2003","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"1001410X","01 Aug 2013","","11","01 Aug 2002","26 Oct 2011","0","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10014111","01 Aug 2013","","11","01 Aug 2002","26 Oct 2011","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10014330","01 Aug 2014","","1","01 Aug 2002","31 Aug 2015","0","1","0","24 Jun 2014","robinsonsar","15 Apr 2015","bywatera"
"10014378","01 Aug 2014","","1","01 Aug 2002","31 Aug 2013","1","1","0","24 Jun 2014","robinsonsar","24 Jun 2014","robinsonsar"
"10014512","01 Aug 2014","","1","01 Aug 2002","31 Aug 2015","1","1","0","24 Jun 2014","robinsonsar","24 Jun 2014","robinsonsar"
"10014688","01 Aug 2014","","1","01 Aug 2002","31 Aug 2013","1","1","0","24 Jun 2014","robinsonsar","24 Jun 2014","robinsonsar"
"10014937","01 Aug 2014","","1","01 Aug 2002","31 Aug 2013","1","1","0","24 Jun 2014","robinsonsar","24 Jun 2014","robinsonsar"
"10015061","01 Aug 2013","","11","01 Aug 2002","31 Aug 2013","0","1","0","03 Feb 2014","suttonf","13 Feb 2019","SGUINIVAN"
"10015516","01 Aug 2013","","1","01 Aug 2002","25 Feb 2020","1","1","0","03 Feb 2014","suttonf","19 Feb 2020","SGUINIVAN"
"10015917","01 Aug 2013","","11","01 Aug 2002","31 Jul 2011","0","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10016223","01 Aug 2014","","1","01 Aug 2002","31 Aug 2013","1","1","0","24 Jun 2014","robinsonsar","24 Jun 2014","robinsonsar"
"10016272","01 Aug 2013","","1","01 Aug 2002","31 Dec 2013","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10016466","01 Aug 2013","","1","01 Aug 2002","31 Dec 2013","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10016478","01 Aug 2013","","11","01 Aug 2002","31 Dec 2012","0","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10016521","01 Aug 2013","","1","01 Aug 2002","31 Aug 2013","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10016764","01 Aug 2013","","1","01 Aug 2002","31 Dec 2013","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10016818","01 Aug 2013","","1","01 Aug 2002","31 May 2014","0","1","0","30 Jul 2011","suttonf","16 Sep 2014","goodmand"
"10016855","01 Aug 2013","","1","01 Aug 2002","31 Dec 2013","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10016879","01 Aug 2013","","0","01 Aug 2002","31 Oct 2007","0","0","0","03 Feb 2014","suttonf","02 Nov 2017","GUINIVAS"
"10016892","01 Aug 2013","","0","01 Aug 2002","31 Oct 2007","0","0","0","03 Feb 2014","suttonf","02 Nov 2017","GUINIVAS"
"10017331","01 Aug 2013","","1","01 Aug 2002","31 Dec 2017","0","1","0","30 Jul 2011","suttonf","13 Jun 2016","bywatera"
"10017343","01 Aug 2014","","1","01 Aug 2002","31 Dec 2015","0","1","0","10 Jun 2015","bywatera","10 Jun 2015","bywatera"
"10017525","01 Aug 2013","","11","08 Jan 2002","31 Dec 2012","1","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10017707","01 Aug 2014","","1","01 Aug 2002","31 Aug 2015","1","1","0","24 Jun 2014","robinsonsar","24 Jun 2014","robinsonsar"
"10018025","01 Aug 2013","","1","01 Aug 2002","31 Dec 2010","0","0","0","03 Feb 2014","suttonf","26 Sep 2014","bywatera"
"10018062","01 Aug 2013","","1","01 Aug 2002","31 Dec 2013","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10018116","01 Aug 2013","","1","01 Aug 2002","31 Mar 2011","0","0","0","03 Feb 2014","suttonf","26 Sep 2014","bywatera"
"10018165","01 Aug 2013","","1","01 Aug 2002","31 May 2014","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10018219","01 Aug 2013","","11","01 Aug 2002","31 Dec 2011","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10018281","01 Aug 2013","","11","01 Aug 2002","13 Mar 2013","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10018293","01 Aug 2013","","11","01 Aug 2002","13 Mar 2013","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"1001830X","01 Aug 2013","","11","01 Aug 2002","13 Mar 2013","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10019005","01 Aug 2013","","11","01 Aug 2002","31 Jul 2013","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10019145","01 Aug 2013","","1","01 Aug 2002","31 Jul 2021","0","1","0","03 Feb 2014","suttonf","24 Apr 2020","SGUINIVAN"
"10019157","01 Aug 2014","","1","12 Feb 2003","31 Jan 2015","0","1","0","12 Feb 2015","bywatera","12 Feb 2015","bywatera"
"10019169","01 Aug 2013","","11","12 Feb 2003","31 Dec 2011","0","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10019170","01 Aug 2013","","1","01 Nov 2001","31 Mar 2016","0","1","0","03 Feb 2014","suttonf","15 Aug 2016","bywatera"
"10019182","01 Aug 2014","","1","12 Feb 2003","30 Sep 2016","0","1","0","08 Dec 2014","bywatera","19 Oct 2016","bywatera"
"10019194","01 Aug 2014","","1","12 Feb 2003","31 Mar 2016","0","1","0","08 Dec 2014","bywatera","13 Sep 2016","bywatera"
"10019200","01 Aug 2014","","1","12 Feb 2003","31 Mar 2019","0","1","0","08 Dec 2014","bywatera","15 Aug 2016","bywatera"
"1001942X","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10019716","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10019765","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10019777","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10019789","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10019790","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10019807","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10019819","01 Aug 2013","","11","04 Sep 2003","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10019868","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10019935","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10019947","01 Aug 2013","","1","01 Aug 2002","31 Dec 2010","0","0","0","03 Feb 2014","suttonf","26 Sep 2014","bywatera"
"10020007","01 Aug 2013","","1","01 Aug 2002","31 Jul 2021","0","0","1","30 Jul 2011","suttonf","17 Apr 2020","KTEMPERLEY"
"10020019","01 Aug 2013","","1","01 Aug 2002","31 Jul 2021","0","1","0","30 Jul 2011","suttonf","17 Apr 2020","KTEMPERLEY"
"10020020","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10020032","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10020044","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10020056","01 Aug 2014","","1","01 Aug 2002","31 Aug 2013","1","1","0","24 Jun 2014","robinsonsar","24 Jun 2014","robinsonsar"
"10020068","01 Aug 2014","","1","01 Aug 2002","31 Aug 2013","1","1","0","24 Jun 2014","robinsonsar","24 Jun 2014","robinsonsar"
"10020135","01 Aug 2013","","1","01 Aug 2002","31 Jul 2021","0","1","0","30 Jul 2011","suttonf","17 Apr 2020","KTEMPERLEY"
"10020160","01 Aug 2013","","11","01 Aug 2002","31 Jan 2013","0","0","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10020299","01 Aug 2013","","11","01 Aug 2002","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10020305","01 Aug 2013","","11","01 Aug 2002","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10020421","01 Aug 2013","","11","01 Aug 2002","31 Mar 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10020433","01 Aug 2013","","11","01 Aug 2002","31 Mar 2012","0","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10020445","01 Aug 2013","","11","01 Aug 2002","31 Mar 2012","0","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10020457","01 Aug 2014","","1","01 Aug 2002","31 Mar 2016","0","1","0","08 Dec 2014","bywatera","13 Sep 2016","bywatera"
"10020469","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10020512","01 Aug 2013","","11","01 Aug 2002","30 Apr 2013","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10020573","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10020603","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10020652","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10020822","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10021358","01 Aug 2013","","11","01 Aug 2002","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"1002136X","01 Aug 2013","","11","01 Aug 2002","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10022314","01 Aug 2014","","1","01 Aug 2002","31 Aug 2013","1","1","0","24 Jun 2014","robinsonsar","24 Jun 2014","robinsonsar"
"10022570","01 Aug 2014","","1","04 Sep 2003","31 Aug 2018","1","1","0","10 Jun 2015","bywatera","20 Nov 2017","GUINIVAS"
"10022600","01 Aug 2013","","11","01 Sep 2002","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10022922","01 Aug 2013","","1","01 Aug 2002","31 Aug 2018","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10022934","01 Aug 2014","","1","01 Aug 2002","31 Aug 2018","1","1","0","14 Jan 2015","bywatera","10 Jan 2017","bywatera"
"10023045","01 Aug 2013","","11","01 Aug 2002","31 Jul 2012","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10023409","01 Aug 2014","","11","01 Aug 2002","31 Mar 2012","0","1","0","14 Jan 2015","bywatera","14 Jan 2015","bywatera"
"10023653","01 Aug 2013","","1","01 Aug 2002","31 Dec 2010","0","0","0","03 Feb 2014","suttonf","26 Sep 2014","bywatera"
"10024025","01 Aug 2013","","1","01 Aug 2002","31 Dec 2019","0","1","0","03 Feb 2014","suttonf","16 Oct 2019","SGUINIVAN"
"10024037","01 Aug 2013","","1","01 Aug 2002","31 Dec 2019","0","1","0","03 Feb 2014","suttonf","16 Oct 2019","SGUINIVAN"
"10024049","01 Aug 2013","","1","01 Aug 2002","31 Dec 2019","0","1","0","03 Feb 2014","suttonf","16 Oct 2019","SGUINIVAN"
"10024074","01 Aug 2013","","11","04 Sep 2003","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10024128","01 Aug 2013","","1","01 Aug 2002","31 Dec 2019","0","1","0","03 Feb 2014","suttonf","16 Oct 2019","SGUINIVAN"
"10024426","01 Aug 2013","","1","01 Aug 2002","31 Dec 2019","0","1","0","03 Feb 2014","suttonf","16 Oct 2019","SGUINIVAN"
"10024438","01 Aug 2013","","1","01 Aug 2002","31 Dec 2019","0","1","0","03 Feb 2014","suttonf","16 Oct 2019","SGUINIVAN"
"10024451","01 Aug 2013","","1","01 Aug 2002","31 Dec 2019","0","1","0","03 Feb 2014","suttonf","12 Nov 2019","SGUINIVAN"
"10024475","01 Aug 2013","","1","01 Aug 2002","31 Dec 2010","0","0","0","03 Feb 2014","suttonf","26 Sep 2014","bywatera"
"10024529","01 Aug 2013","","1","01 Aug 2002","31 Dec 2010","0","0","0","03 Feb 2014","suttonf","26 Sep 2014","bywatera"
"10024712","01 Aug 2013","","11","01 Aug 2002","31 Jan 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10024827","01 Aug 2014","","11","01 Sep 2002","31 Aug 2012","1","1","0","24 Jun 2014","robinsonsar","24 Jun 2014","robinsonsar"
"10024864","01 Aug 2013","","11","01 Sep 2002","31 Jul 2011","0","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10024888","01 Aug 2013","","1","01 Aug 2002","30 Nov 2015","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10025078","01 Aug 2013","","11","01 Sep 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"1002508X","01 Aug 2013","","11","01 Sep 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10025091","01 Aug 2013","","11","01 Sep 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10025108","01 Aug 2013","","11","01 Sep 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10025455","01 Aug 2002","","1","01 Oct 2002","30 Sep 2016","1","1","0","11 Nov 2015","bywatera","13 Sep 2016","bywatera"
"10025467","01 Aug 2015","","1","01 Oct 2002","30 Sep 2016","1","1","0","06 Oct 2015","bywatera","13 Sep 2016","bywatera"
"10025479","01 Aug 2015","","1","01 Oct 2002","30 Sep 2016","1","1","0","06 Oct 2015","bywatera","13 Sep 2016","bywatera"
